id,lat,lon,has_real_aq
15,41.7927797,-87.76715003,True
16,41.79295237,-87.757370605,True
27,41.7568344061,-87.7220202825,True
28,41.7677361308,-87.7223166828,True
29,41.77501512085,-87.72251932815,True
30,41.7822964335,-87.72271197735,True
41,41.870723270650004,-87.72518413194999,True
44,41.8904162669,-87.72580592745,True
52,41.947406830549994,-87.72730718945,True
53,41.9566298249,-87.72754754799999,True
78,41.8479037769,-87.72490644530001,True
93,41.956633702299996,-87.72795456760001,True
94,41.9639309592,-87.72815982885001,True
95,41.9718900624,-87.72838205005,True
96,41.979184675,-87.72858462055001,True
97,41.98648638905,-87.72878811155,True
100,41.739432205149996,-87.66297515465,True
101,41.746715852,-87.66316124745,True
108,41.80496026045,-87.66469111865,True
109,41.8122365518,-87.6648769553,True
110,41.81951029635,-87.66504480565001,True
111,41.8268255753,-87.66525481365,True
115,41.86232655205,-87.66607729965,True
116,41.87052989535,-87.66630767480001,True
123,41.92184810965,-87.66793568045,True
124,41.9287764963,-87.66808617890001,True
125,41.9360489565,-87.66834408860001,True
290,41.9537158832,-87.71291542060001,True
291,41.9538095995,-87.70312906235,True
292,41.95385611205,-87.6933547644,True
420,41.7511964119,-87.61971742315001,True
421,41.75133928975,-87.6100491979,True
214,41.865528845949996,-87.75945742495,True
215,41.8656947962,-87.749661971,True
216,41.8658545653,-87.73986496735,True
217,41.865965306250004,-87.7300689075,True
218,41.8660937632,-87.72029694985,True
336,41.76196613015,-87.68298932505,True
338,41.77559577765,-87.6833584969,True
339,41.78287133105,-87.68355165975,True
347,41.84555192575,-87.68524803775,True
348,41.8547634356,-87.68562687465,True
349,41.8620537542,-87.68582592895,True
355,41.90666746375,-87.68694005965,True
356,41.913562111999994,-87.68712101554999,True
357,41.9208520193,-87.68733160240001,True
358,41.9264402116,-87.68751215655,True
376,41.7546685089,-87.68315805514999,True
377,41.761968204249996,-87.6833558389,True
385,41.81934701465,-87.68493599634999,True
386,41.8244680105,-87.6850730916,True
387,41.83250700335,-87.68524613055,True
392,41.879540945900004,-87.6865606251,True
399,41.92644227775,-87.68787961055,True
400,41.9300815,-87.6880000106,True
401,41.935821004000005,-87.68820751035,True
451,41.7503027922,-87.6779168555,True
452,41.750491395599994,-87.66827556145,True
577,41.90598461465,-87.7458526848,True
579,41.82111627265,-87.59744098510001,True
587,41.8826521027,-87.61558292585,True
594,41.91870645865,-87.62840374564999,True
607,41.8139471103,-87.5921299622,True
608,41.8211186223,-87.5978078312,True
610,41.843776352,-87.61067894485001,True
1283,41.893893500000004,-87.6203965,True
236,41.866595192350005,-87.70078699335,True
237,41.866698810200006,-87.69097157844999,True
238,41.8668207618,-87.68114265944999,True
239,41.86694523475,-87.67131520745,True
259,41.736137263399996,-87.63453697725001,True
274,41.7364501363,-87.6341932867,True
280,41.95251630755,-87.81216445395,True
281,41.95261568535,-87.801767724,True
282,41.9526924958,-87.791417095,True
283,41.95284911995,-87.7816683387,True
284,41.9529831592,-87.77188846339999,True
303,41.9529669066,-87.7914147705,True
304,41.95312353035,-87.78166597239999,True
305,41.95325756915,-87.7718860551,True
311,41.953990290099995,-87.7129127593,True
312,41.9540840059,-87.7031263591,True
313,41.9541305179,-87.6933520192,True
533,41.85147826825,-87.71993101035,True
544,41.85272056615,-87.62162510955,True
554,41.852394801450004,-87.6708997129,True
555,41.8525847782,-87.6610601661,True
251,41.7929362673,-87.73747540525,True
465,41.72137949275,-87.6577870481,True
466,41.7215110504,-87.64808208335,True
467,41.721721339050006,-87.6359288804,True
497,41.79926149865,-87.73803798525,True
632,41.755551681499995,-87.7417975672,True
635,41.781365304450006,-87.74203693035,True
642,41.876818367300004,-87.74530797755,True
648,41.92058214535,-87.7463742553,True
649,41.92788286845,-87.74661396835,True
